id;Name;Summary;Positive Reviews
8139;7,62 Hard Life;HLA team Fulqrum Publishing RPG Simulation Strategy RPG Strategy Simulation Tactical Singleplayer Open World ;348
8140;Platypus II;Idigicon Claymatic Games Action Action shootem Up ;348
8141;Children of Zodiarcs;Cardboard Utopia Square Enix Indie RPG Strategy Strategy RPG Indie Card Battler Deckbuilding Tactical Game TurnBased TurnBased Board Female Protagonist Story Rich Singleplayer Trading JRPG Character Customization Great Soundtrack ;347
8142;Clam Man 2: Open Mic;marafrass Team Clam Adventure Casual Play Indie RPG CRPG RPG Funny Choices Matter Story Rich D Isometric pointclick Visual Novel Third Person Conversation Multiple Endings Colorful Comedy Adventure Singleplayer Play Indie Walking Simulator Casual ;347
8143;Realms of the Haunting;Gremlin Interactive Funbox Media Ltd Action Action Horror FMV FirstPerson Adventure FPS Retro pointclick Classic s Singleplayer Shooter Atmospheric Cult Dark ;347
8144;18+;KuKo Casual Casual Sexual Content Indie Nudity Psychological Horror ;347
8145;Ex-Zodiac;MNKY Pixeljam Action Indie OnRails Shooter shootem Up Arcade Female Protagonist Flight D Action Pixel Graphics Colorful Space Retro Singleplayer Indie Great Soundtrack Scifi ;347
8146;King of Dragon Pass;A Sharp HeroCraft PC Adventure RPG Strategy Strategy RPG Fantasy Adventure Story Rich Atmospheric Choose Your Own Mythology Interactive Fiction Difficult Retro Remake Choices Matter Medieval s s TextBased D Singleplayer Tabletop ;347
8147;ScreenPlay;Elias Steurer Kelteseth Tachiom Utilities Utilities ;347
8148;Hide & Hold Out - H2o;Red Abyss Software Action Adventure Indie mmo Simulation Open World Survival Craft Survival mmo Action Adventure Multiplayer Simulation World Crafting Indie Sandbox PvP FirstPerson ;346
8149;The Golf Club VR;HB Indie Simulation Sports Sports Simulation Indie VR Golf ;346
8150;:  E.E.R.I.E;Ureasoft Action Adventure Indie RPG Anime ThirdPerson Shooter Tactical Open World Scifi Female Protagonist RPG Character Customization D Bullet Time Action Gun Magic War Vampire Stealth Third Person Adventure Moddable ;346
8151;Zoria: Age of Shattering Prologue;Tiny Trinket Games Anshar Publishing Action Adventure Play Indie RPG Strategy RPG Adventure Indie Play Strategy Action TurnBased Combat TurnBased Dungeon Crawler Fantasy Story Rich Tactical PartyBased CRPG Singleplayer Atmospheric Exploration Old School Crafting Dark ;346
8152;Ashes Cricket;Big Ant Indie Sports Sports Indie Cricket ;346
8153;Ubersoldier II;Burut CT Strategy First Action Action FPS World Wartwo Shooter Singleplayer FirstPerson ;346
8154;Operencia: Stolen Sun;Zen Action Adventure Indie RPG Indie Dungeon Crawler RPG PartyBased VR TurnBased Combat TurnBased Fantasy CRPG Action Puzzle Atmospheric Singleplayer GridBased Movement Mythology Adventure Exploration FirstPerson Action Story Rich ;346
8155;Operation: New Earth;Hunted Cow Play mmo Simulation Strategy Strategy Play mmo Simulation Scifi Multiplayer Tactical Futuristic Aliens Survival ;346
8156;Whirligig VR Media Player;Philip Day Utilities Video Production Utilities Production VR ;346
8157;Victory At Sea Pacific;Evil Twin Artworks Action Adventure Indie Simulation Strategy RTS Strategy Naval World Wartwo Naval Combat Open World Real Time Tactics Grand RealTime Pause Tactical RealTime Wargame Adventure Indie Action Simulation Singleplayer D War Alternate History ;346
8158;Barro Racing;SC Jogos Casual Indie Racing Indie Racing Multiplayer PvP Arcade Driving Sports Automobile Sim Immersive Simulation Time Attack Local Singleplayer Split Screen Casual Player Local Sequel D Retro Trading Card Game ;346
8159;[Chilla's Art] Okaeri | :;Chillas Art Action Adventure Casual Indie Simulation Horror Adventure Simulation Indie Action Casual Psychological Walking Simulator Exploration Anime Atmospheric Female Protagonist Singleplayer Thriller Mystery Psychological FirstPerson Narration Surreal Puzzle ;346
8160;100 hidden birds;Anatoliy Loginovskikh Аlexandr Telminov Loginovskikh Adventure Casual Casual Adventure Hidden Object Family Friendly pointclick Handdrawn Side Scroller Exploration Relaxing D Puzzle Cute Minimalist Stylized Comedy Investigation Singleplayer Score Attack Indie ;346
8161;Seduce Me 2: Demon War;Michaela Laws Adventure Casual Indie RPG Simulation Visual Novel Nudity Otome Simulation Female Protagonist Romance Adventure Sexual Content Casual Dating Sim Indie RPG Anime Mature ;346
8162;Frozen State;Flox Action Indie RPG Survival RPG Horror Zombies Crafting TopDown Action Open World Survival Craft World Exploration Indie Isometric Resource Management Sandbox Stealth Adventure Inventory Singleplayer Postapocalyptic ;346
8163;Vector Thrust;TimeSymmetry Iceberg Interactive Action Indie Simulation Action Simulation Indie Flight Arcade Multiplayer Singleplayer Shooter ;345
8164;Karos;Galaxy Gate GameXPcom Play mmo RPG Play RPG mmo MMORPG Action Open World Multiplayer Adventure Action FPS Fantasy Gore Female Protagonist Strategy CRPG Choose Your Own D Demons Magic Dragons ;345
8165;UFO Online: Invasion;Bad Pixel Play mmo RPG Play mmo RPG Strategy Open World Multiplayer TurnBased Action Shooter TurnBased Combat Survival Aliens Postapocalyptic ;345
8166;Metal Reaper Online;NGames Sesisoft JC Planet Play mmo Play mmo Action Multiplayer Postapocalyptic MMORPG Zombies Open World RPG FirstPerson ;345
8167;Strong Bad's Cool Game for Attractive People: Season 1;Telltale Adventure Adventure pointclick Comedy Funny Surreal Episodic Parody Singleplayer Casual Puzzle Horror Cartoony Cute Retro Indie Sports Fantasy Choices Matter Story Rich Music ;345
8168;Guns'n'Stories: Bulletproof VR;MIROWIN Action Adventure Casual Simulation Casual Action Adventure Simulation VR Western FPS Twin Stick Shooter VR Only ;345
8169;Broken Sword 3 - the Sleeping Dragon;Revolution Software Ltd Adventure Adventure Mystery pointclick Puzzle Singleplayer Third Person Atmospheric Stealth Female Protagonist QuickTime Events Story Rich Conspiracy Retro Action D Comedy Funny Sequel Walking Simulator D Platformer ;345
8170;Desktop+;elvissteinjr Utilities Utilities VR Play Software Indie VR Only ;345
8171;New Star Soccer 5;New Star Games Indie Simulation Sports Sports Simulation Indie Football Soccer ;345
8172;Don't Knock Twice;Wales Interactive Action Adventure Adventure Indie Horror Action VR Psychological Atmospheric FirstPerson Puzzle Exploration Survival Multiplayer ;345
8173;The Men of Yoshiwara: Kikuya;Dogenzaka Lab Adventure Otome Visual Novel Female Protagonist Adventure Romance Anime Dating Sim Singleplayer ;345
8174;Higurashi When They Cry Hou - Ch.8 Matsuribayashi;th Expansion MangaGamer Adventure Adventure Visual Novel Psychological Horror Indie D Story Rich Anime Great Soundtrack Singleplayer ;344
8175;Clea;InvertMouse Action Adventure Anime Survival Horror Stealth Cute Female Protagonist Psychological Puzzle Multiple Endings Psychological Side Scroller Mystery Singleplayer Adventure Action Controller D Indie Casual Retro ;344
8176;Adorable Witch 3;Lovely Games Casual Indie Strategy Strategy Casual Puzzle Anime Idler Trading Card Game D Cute Indie Relaxing Funny Atmospheric Singleplayer Romance Dating Sim Female Protagonist RPG D Platformer Exploration Cartoon ;344
8177;Mechs V Kaijus - Tower Defense;Doble Punch Games Action Indie Strategy Tower Defense Indie Strategy Action Mechs Pixel Graphics Singleplayer Tactical BaseBuilding Robots Roguelike ;344
8178;Dyscourse;Owlchemy Labs Adventure Casual Indie Simulation Adventure Indie Casual Simulation Choose Your Own Choices Matter Survival Female Protagonist Singleplayer Multiple Endings ;344
8179;PAC-MAN WORLD Re-PAC;NOW PRODUCTION Bandai Namco Entertainment Action Adventure Racing Action ActionAdventure D Platformer D Cute Cartoony s Adventure Fantasy Racing Singleplayer Story Rich ;344
8180;MX vs. ATV Unleashed;Rainbow THQ Nordic Racing Simulation Racing Motocross Simulation ATV Motorbike Open World Multiplayer Offroad Sports ;344
8181;Disintegration;V Interactive Private Division Action Adventure FPS PvE Vehicular Combat RTS Shooter Strategy FirstPerson Cyberpunk Mechs Transhumanism Action Scifi Tactical Robots Adventure Cinematic Singleplayer D Story Rich ;344
8182;Don't Make Love;Maggese Casual Indie Simulation Indie Casual Simulation Sexual Content Visual Novel Choices Matter Multiple Endings Romance Short Singleplayer Female Protagonist TextBased Interactive Fiction D Story Rich Adventure Atmospheric Dating Sim RPG ;344
8183;The Odyssey: Winds of Athena;Liquid Dragon Senpai Action Adventure Indie Simulation Strategy Indie Simulation Strategy Action Adventure God Game Puzzle D Casual Singleplayer Arcade shootem Up Anime Fantasy Retro ;344
8184;Heaven Will Be Mine;Pillow Fight Worst Girls Games Fight Indie Visual Novel Female Protagonist LGBTQ Scifi Mechs Romance Story Rich Great Soundtrack Sexual Content Anime Singleplayer Dating Sim Space ;344
8185;Chicken Invaders 2;InterAction Action Casual Action Indie Casual shootem Up ;343
8186;Giant Machines 2017;Code Horizon Indie Simulation Simulation Indie Singleplayer Building Open World Realistic Action Atmospheric Strategy Casual Family Friendly Adventure Multiplayer Great Soundtrack Relaxing Exploration FirstPerson ;343
8187;Lost in Secular Love;YETU GAME Adventure Casual Indie Simulation Otome Female Protagonist Dating Sim Romance Visual Novel Multiple Endings Interactive Fiction Word Game Story Rich Indie Drama Simulation Anime Casual Alternate History Sexual Content Nudity FirstPerson Historical Handdrawn ;343
8188;THE DAY Online;Reloaded Action Play Play MOBA Multiplayer Action Strategy TeamBased mmo PvP Online CoOp Shooter Competitive RPG Coop esports FPS Third Person MMORPG Steampunk PvE ;343
8189;Strategic Mind: Blitzkrieg;Starni Games Simulation Strategy Tactical RPG TurnBased Tactics Wargame Military Tanks War World Wartwo Difficult TurnBased Strategy Board Game D Alternate History Historical Story Rich Combat Simulation Realistic ;343
8190;Super Duper Party Pooper;K Bros Games Casual Indie Simulation Strategy Casual Indie Strategy Simulation Memes Comedy Nudity Rhythm Psychological Horror ;343
8191;Fantasia of the Wind - :;Fantasia Adventure Indie RPG Adventure RPG RPGMaker Female Protagonist Indie Puzzle Fantasy Anime ;342
8192;Serious Sam's Bogus Detour;Crackshell Croteam Devolver Digital Action Action Indie Pixel Graphics TopDown Shooter Coop Gore Multiplayer D Violent Twin Stick Bullet Hell Singleplayer ;342
8193;Wildlife Park 2;balive gmbh Casual Indie Simulation Strategy Simulation Strategy Casual Indie Realistic Management Sandbox Economy Horses Building Atmospheric Cute Family Friendly Naval Open World God Game Resource Adventure ;342
8194;The Lost Crown;Darkling Room Iceberg Interactive Adventure Adventure Indie pointclick Horror Psychological Story Rich Supernatural Atmospheric Mystery ;342
8195;Marvel: Ultimate Alliance;Zoë Mode Activision Action Adventure RPG Action RPG Adventure Superhero Singleplayer Coop Comic Book ;342
8196;Sparc;CCP Action Indie Sports Sports Action Indie VR Multiplayer ;342
8197;Underworld Ascendant;OtherSide Entertainment Games Action Adventure Indie RPG RPG Immersive Sim Action Adventure Indie Sandbox Dungeon Crawler Fantasy FirstPerson Stealth Singleplayer Atmospheric ;342
8198;Road to Ballhalla;Torched Hill tinyBuild Action Adventure Indie Racing Comedy Funny Narration Rhythm PuzzlePlatformer Dark Humor Minimalist Arcade Music Difficult Colorful Action Puzzle D Platformer TopDown Racing Atmospheric Singleplayer Level Editor ;341
8199;Etherium;Tindalos Interactive Focus Entertainment Strategy Scifi Strategy RTS Multiplayer Space X Singleplayer Action ;341
8200;TOKOYO: Tower of Perpetuity;commentout PLAYISM Action Action Roguelike Roguevania D Platformer Bullet Hell Roguelite Difficult Arcade Female Protagonist Roguelike D Cute Comic Book Procedural Generation Action Pixel Graphics Anime Score Attack Moddable Singleplayer ;341
8201;Sport Mode;Virtuaport Action Simulation Simulation Action VR Arcade Physics FPS Singleplayer Hentai Sandbox VR Only ;341
8202;Writer's Life;多极网络 Casual Simulation Casual Simulation Life Sim Time Management D Funny Resource Singleplayer Indie ;341
8203;The Floor is Jelly;Auren Snyder Indie PuzzlePlatformer Platformer Great Soundtrack Physics Puzzle D Relaxing ;341
8204;Duke of Alpha Centauri;EGAMER Action Casual Action Casual Indie shootem Up Space Bullet Hell Shooter ;341
8205;Bullet Witch;Marvelous Inc XSEED Games Marvelous USA Inc Action Action Gore Violent Female Protagonist ThirdPerson Shooter Anime ;341
8206;Kunoichi Botan;Enokippu Kagura Games Indie RPG Sexual Content Nudity Indie RPG RPGMaker Anime Female Protagonist JRPG Multiple Endings Memes Funny ;341
8207;Junk Jack;Pixbits Action Adventure Open World Survival Craft Adventure Sandbox D Survival Indie Crafting Action Multiplayer Building Pixel Graphics World Coop BaseBuilding Platformer ;341
8208;Street Fighter IV;Capcom Action Fighting Action Arcade Multiplayer Local D Fighter D beatemup Competitive D Anime ;341
8209;Bahamut2-dragon's bride;王韋 RMAsia RPG RPG Dragons Combat RTS Story Rich JRPG D Platformer Real Time Tactics D CRPG Medieval Pixel Graphics Drama Magic Singleplayer RPGMaker ;341
8210;Simple Story - Alex;КиКо Adventure Adventure RPGMaker Casual ;340
8211;Ghost Town Mine Ride & Shootin' Gallery;Spectral Illusions Action Indie Action VR Horror Atmospheric Western FirstPerson shootem Up Singleplayer ;340
8212;Adventurer Manager;Vigilant Addiction BBEW BBEW LLC Casual Indie RPG RPG Indie Casual Pixel Graphics Management Simulation Singleplayer Retro D TurnBased ;340
8213;Cyber Agent;BambuseaeGames Action Indie Simulation Sexual Content Nudity Mature Anime Visual Novel Indie Action Simulation Tower Defense Shooter Hentai Singleplayer Survival ;340
8214;The Red Stare;PlayD PlayD NHTV Breda University Applied Sciences Action Play Play Action Indie VR ;340
8215;The Last Hero of Nostalgaia;Over The Moon Coatsink Action Adventure Soulslike Dark Fantasy RPG Third Person Coop Character Customization Action Online CoOp Singleplayer Multiplayer Action D Nostalgia Adventure ActionAdventure Pixel Graphics Violent Comedy ;340
8216;Radio General;Foolish Mortals Games Michael Long Games Indie Simulation Strategy Strategy Simulation Indie World Wartwo RTS War Voice Control Real Time Tactics Military Historical Tactical Coop ;340
8217;Touhou Chireiden ~ Subterranean Animism.;上海アリス幻樂団 Mediascape Co Ltd Action Indie Action Bullet Hell shootem Up Female Protagonist Great Soundtrack Singleplayer Faith Difficult D Anime Cute ;340
8218;Ball at Work: Ultimate Speedrun Platformer!;Famous Dogg Casual Play Indie Strategy PuzzlePlatformer Precision Platformer Puzzle Difficult Competitive Arcade D Play Indie Casual Relaxing Tactical Cute Exploration Soundtrack Singleplayer D Physics Colorful ;340
8219;Boreal Blade;Frozenbyte Action Action Swordplay Competitive Multiplayer Character Customization Medieval Combat Fantasy PvP Third Person Tactical Gore D Fighter Violent TeamBased beatemup Online CoOp Play Fighting ;340
8220;Rogalia;TatriX Nanalli TatriX Adventure Indie mmo RPG mmo RPG Open World Sandbox Indie Adventure Survival MMORPG Isometric Difficult PvP Building Play Pixel Graphics ;340
8221;Cosmic Sugar VR;David Lobser Object Normal Play Simulation Play Simulation VR ;340
8222;Starting Game;Online Vision Garage Games Casual Indie Simulation Casual Indie Simulation Memes ;340
8223;League of Angels-Heaven's Fury;CHENGDU DREAMCALLER TECHNOLOGY COLTD YOUZU SINGAPORE PTE LTD Action mmo RPG RPG MMORPG PvP Action mmo D Story Rich Swordplay Medieval Drama Combat Multiplayer Coop Online CoOp Play Anime ;339
8224;Frightened Beetles;Anatoliy Loginovskikh Adventure Casual Play Play Casual Indie Adventure Short ;339
8225;Mercenaries Blaze;ESQUADRAinc RideonJapan Flyhigh Works RPG Strategy RPG TurnBased Tactics Strategy Pixel Graphics Fantasy Combat GridBased Movement Medieval Tactical JRPG Magic Singleplayer Simulation Anime ;339
8226;Major\Minor;Klace Adventure Indie RPG Simulation Visual Novel Crime Indie Adventure Simulation Story Rich Dating Sim Anime RPG Casual Comedy Singleplayer D Female Protagonist Fantasy Hentai Funny ;339
8227;SnowNight;Hollowings Adventure Casual Casual Adventure Indie Visual Novel Anime Dating Sim Mature Romance Nudity ;339
8228;Doom & Destiny Advanced;Heartbit Interactive Indie RPG RPG JRPG Comedy Indie TurnBased Combat Fantasy Dark Humor RPGMaker D Pixel Graphics Adventure Singleplayer Funny TurnBased Asynchronous Multiplayer Anime s Character Customization Colorful Sequel ;339
8229;FATE: Cursed King;WildTangent Action Adventure RPG RPG Adventure Action Dungeon Crawler Singleplayer Hack Slash Action Isometric Procedural Generation Strategy Loot Casual PartyBased Roguelike Mystery Dungeon Survival Horror Fishing Inventory Management Coop Multiplayer ;339
8230;SERIES MAKERS TYCOON;CREW Krüger UG Casual Indie Simulation Strategy Simulation Indie Strategy Casual Management ;339
8231;SENRAN KAGURA Reflexions;Tamsoft XSEED Games Marvelous USA Inc Adventure Simulation Sexual Content Simulation Adventure Nudity Anime Visual Novel Mature Female Protagonist Hentai ;339
8232;3dSen PC;Geod Action Adventure Casual RPG Retro Software Multiplayer Singleplayer Local Arcade Simulation Old School Pixel Graphics Coop D Action Casual s Adventure RPG Classic D Indie ;339
8233;Worbital;Team Jolly Roger Roger Advanced Interactive Gaming Action Indie Strategy Action RTS PvP Multiplayer Singleplayer Local Coop D CoOp Space Online Indie Scifi Action Destruction Strategy Family Friendly Physics Tactical Funny ;338
8234;Bunhouse;Reky Casual Indie Simulation Cute Relaxing Farming Sim Sandbox Nature Family Friendly Casual Simulation Controller Local CoOp Singleplayer Multiplayer Player Local Stylized Building Agriculture TopDown Management D BaseBuilding ;338
8235;Puddle;Neko Entertainment Action Indie Simulation Indie Simulation Physics Puzzle Action Platformer Casual D Singleplayer ;338
8236;BMX Game;Barspin Action Indie Simulation Sports BMX Sports Bikes Simulation Skateboarding Controller Skating Indie Snow Physics Action Realistic Open World D Sandbox Moddable Character Customization Level Editor Singleplayer ;338
8237;The Book of Unwritten Tales: Critter Chronicles;KING Art THQ Nordic Adventure Adventure pointclick Fantasy Comedy Indie Singleplayer Funny ;338
8238;A Night In Berlin;Unlimina Software Bad Smile Media Action ThirdPerson Shooter Third Person Action Bullet Time Time Manipulation Stylized Thriller Crime Retro Atmospheric Play Dark Combat Singleplayer Gore Violent Great Soundtrack Assassin Difficult ;338
8239;STAY;Appnormals Team Adventure Indie Adventure Choices Matter Story Rich Puzzle Pixel Graphics Thriller Horror Choose Your Own Dark Atmospheric Psychological Multiple Endings Interactive Fiction Visual Novel Side Scroller Singleplayer TextBased Retro Narration ;338
8240;:1:;绮梦妄想社 Casual Play Play Indie Casual Visual Novel Anime ;338
8241;Make Your Kingdom: Prologue;yoserjio Indie Simulation Strategy City Builder Colony Sim Strategy Simulation Indie Management Sandbox Resource BaseBuilding Survival Play Singleplayer Building Atmospheric Open World Life Farming Casual Choose Your Own Adventure ;338
8242;The Fishing Club 3D;Robot Riot UG haftungsbeschränkt Casual Play Indie Simulation Sports Play Sports Casual Fishing Simulation Indie Multiplayer Coop PvP ;338
8243;The Caligula Effect: Overdose;FURYU Corporation Engine Software BV NIS America Inc RPG RPG Anime JRPG Great Soundtrack TurnBased Female Protagonist Story Rich Singleplayer ;338
8244;Battle Royale Tycoon;Endless Loop Indie Simulation Strategy Simulation Strategy Management Indie Sandbox Battle Royale Building Economy Resource City Builder Pixel Graphics ;338
8245;Sakura Gamer;Winged Cloud Simulation Sexual Content Anime Visual Novel Nudity Simulation Female Protagonist LGBTQ ;338
8246;Devil's Hunt;Layopi Games Fulqrum Publishing Action Adventure Action Adventure Indie Violent Demons Hack Slash Third Person Singleplayer Gore Nudity Spectacle fighter Story Rich Supernatural ActionAdventure Character Action Game Atmospheric Horror Controller ;338
8247;GranAge;PICTOLOGI Action Casual Play RPG ActionAdventure Action RPG Action Multiplayer Fantasy Story Rich Character Game Dungeon Crawler D Hack Slash Cute Play Colorful PvE PvP Casual Score Attack Online CoOp Retro ;337
8248;Monobeno-HAPPY END- Deluxe;Lose HIKARI FIELD Adventure Adventure Visual Novel Sexual Content Anime Cute Nudity ;337
8249;WarriOrb: Prologue;Not Yet Yet Maple Whispering Limited Action Adventure Play Indie RPG Metroidvania Soulslike Platformer D Difficult Exploration Atmospheric Side Scroller Open World RPG Dark Fantasy Cute Story Rich Action Multiple Endings Adventure Singleplayer Play Indie Precision ;337
8250;NASCAR Heat 3;Monster Games Company Racing Racing Automobile Sim Multiplayer Simulation Sports Driving Local Singleplayer ;337
8251;Voxelgram;Procedural Level Casual Indie Strategy Puzzle Logic Relaxing Difficult Casual Voxel Strategy Education Singleplayer Tutorial Minimalist D Indie Experimental Isometric Generation Colorful Mystery Family Friendly TouchFriendly ;337
8252;Google Spotlight Stories: Pearl;Google Inc Adventure Play Adventure VR ;337
8253;Spartans Vs Zombies Defense;Lei Action Casual Play Indie Strategy Play Indie Casual D Strategy Tower Defense Singleplayer Zombies Funny ;337
8254;Super Chibi Knight;PestoForce Armor Games s Action Adventure Indie RPG Action Adventure Indie RPG D Action Side Scroller Singleplayer Family Friendly Classic Cute Hack Slash ;337
8255;Shovel Knight Dig;Nitrome Yacht Club Games Action Adventure Indie Strategy Action Roguelike ActionAdventure D Roguelike Cute Funny Action Linear Story Rich Cartoony Pixel Graphics Colorful Family Friendly Adventure Fantasy Old School Retro Singleplayer Combat Indie ;337
8256;Panzer Paladin;Tribute Games Inc Action D Platformer Mechs Retro Action Pixel Graphics Swordplay Hack Slash D Anime Old School Colorful Demons Mythology Singleplayer Robots Arcade s Female Protagonist Side Scroller ;337
8257;Ampersand;PiGravity Back To Basics Gaming Indie Racing Racing Indie Singleplayer Futuristic ;337
8258;Faefever;Monkey Wizard Entertainment Adventure Casual Play Play Adventure Casual Indie pointclick Puzzle Story Rich ;337
8259;Ancient Enemy;Grey Alien Games Indie RPG Strategy Card Battler CRPG Solitaire Fantasy TurnBased Combat TurnBased RPG Casual Strategy Game Exploration Character Customization Postapocalyptic Historical Relaxing Adventure Magic Story Rich Dark Dark ;337
8260;DERE EVIL EXE;Darius Immanuel D Guerrero AppSir Games Action Adventure Indie Simulation Action Indie Adventure Simulation Horror Pixel Graphics Platformer Anime PuzzlePlatformer Retro ActionAdventure Scifi Psychological Story Rich Surreal Visual Novel Difficult ;337
8261;Adventure Time: Finn and Jake's Epic Quest;NGD Cartoon Network Games Action Adventure Adventure Action Cartoon RPG Family Friendly Funny Singleplayer Epic Comedy Third Person D Fantasy Multiplayer Indie Open World Arcade ;337
8262;Legend Of Mercy :;SPG Mistarille Adventure Indie RPG Nudity RPG Adventure Indie Sexual Content Visual Novel ;337
8263;Task Force;Tracer Interactive Action Indie Strategy ThirdPerson Shooter TeamBased Competitive Tactical Combat Action FPS Multiplayer Coop PvP Military War Strategy Violent Third Person FirstPerson Indie Casual ;337
8264;Buggos;Intrepid Marmot Indie Simulation Strategy Auto Battler RTS Scifi Pixel Graphics D Indie Strategy Simulation Building Singleplayer Level Editor BaseBuilding Wargame Space Villain Protagonist Aliens TopDown Horror Tactical Colony Sim ;337
8265;How To Date A Magical Girl!;Cafe Shiba RIVER CROW Adventure Casual Simulation Visual Novel Anime Psychological Horror Simulation Violent Adventure Casual Dating Sim Cute Sexual Content Singleplayer Romance Gore Female Protagonist Dark Story Rich Indie Great Soundtrack FirstPerson ;336
8266;12 Labours of Hercules V: Kids of Hellas (Platinum Edition);Jetdogs s Zoom Out Games Casual Indie Strategy Casual Strategy Indie Time Management Resource Singleplayer Puzzle Mythology Family Friendly Adventure Cute Female Protagonist Mouse only pointclick ;336
8267;Therian Saga;Virtys Action Adventure Play Indie mmo RPG Simulation Strategy Play Adventure RPG mmo Strategy Crafting Multiplayer Action MMORPG Open World Exploration Puzzle Simulation Fantasy Resource Management Asynchronous Indie RTS Old School PvP ;336
8268;Fat Prisoner Simulator;Kiddy Indie Simulation Sports Sports Indie Simulation Funny Physics Fighting Third Person Comedy Singleplayer Atmospheric FastPaced Relaxing Arcade Sandbox Multiplayer Sexual Content ;336
8269;Pretty Girls Panic!;Zoo Corporation Casual Casual Anime Arcade Sexual Content Puzzle Singleplayer Mature Action D Nudity Visual Novel D Platformer PuzzlePlatformer Comedy Funny Psychological Horror Score Attack Indie FastPaced ;336
8270;Metaphobia;Digital Mosaic Games Adventure Play Play Adventure Indie pointclick Mystery Investigation Noir Pixel Graphics Atmospheric Retro ;336
8271;:/Corridor of time;铸城工作室 英雄互娱 Action Adventure Indie RPG Action RPG Indie Nudity Adventure Action Roguelike Hentai Roguelite Anime Roguelike ;336
8272;IRM:O Grande & Brasileiro 2;Virgula Leal Jogo Joia Casual Indie Simulation Simulation Casual Procedural Generation Cartoon Surreal Colorful Artificial Intelligence Character Customization Handdrawn Capitalism Drama Parody Dark Comedy Conversation Choices Matter Moddable Level Editor Sandbox God Game Cyberpunk ;336
8273;:2021;FC Maker Adventure Casual Indie RPG Strategy RPG Adventure Casual Mythology Drama Strategy D Platformer TurnBased Real Time Tactics Tactical D Pixel Graphics Cartoon Cute Handdrawn Psychedelic Stylized Historical Tactical ;336
8274;STAR WARS: Clone Wars - Republic Heroes;Krome LucasArts Lucasfilm Disney Action Action Singleplayer Scifi Multiplayer Coop Local CoOp D Platformer Space Adventure ;336
8275;DarkMaus;Daniel Wright Action Indie RPG Soulslike Indie Action RPG Difficult Dark Fantasy TopDown D ;336
8276;Geneforge 1;Spiderweb Software Strategy RPG RPG Indie Isometric Strategy TurnBased Combat Fantasy TurnBased Old School Story Rich Singleplayer CRPG Creature Collector Classic Exploration ;336
8277;Puzzler World;Ideas Pad Puzzler Casual Casual Puzzle Singleplayer TouchFriendly Word Game ;336
8278;Alpha Polaris : A Horror Adventure Game;Turmoil Games Adventure Adventure Indie pointclick Horror Psychological Atmospheric Lovecraftian Play Singleplayer Third Person ;335
8279;Clicker Guild;Fox Dawn Play Clicker Casual ;335
8280;Men of Valor; THQ Nordic Action Action FPS War Shooter FirstPerson Cold Military Historical Classic Singleplayer ;335
8281;JUNKPUNK;SCT Adventure Casual Indie Simulation Crafting Automation Building Exploration Immersive Sim Management Collectathon Mining Robots BaseBuilding ActionAdventure Space Colony Agriculture Sandbox Space Survival Science Nature ;335
8282;Toilet Simulator 2020;Kurlik Industries Kavkaz Sila Games Simulation Nudity Simulation Psychological Horror Funny Memes Singleplayer Experimental ;334
8283;Project MIKHAIL: A Muv-Luv War Story;aNCHOR Inc fuzz Inc Action Adventure RPG Simulation Strategy Anime Mechs Hack Slash Strategy Scifi Simulation Dark Robots Action RPG ActionAdventure Action Third Person Adventure Tactical Swordplay Spectacle fighter PvP Singleplayer ;334
8284;Pro Cycling Manager 2022;Cyanide Nacon Casual Racing Sports Strategy Sports Strategy Management Simulation Cycling TeamBased Choices Matter Difficult Realistic Artificial Intelligence Family Friendly PvP Multiplayer Singleplayer Racing ;334
8285;Something for Someone Else;H Lab Adventure Casual Play Play Indie Casual Adventure ;334
8286;:/Monster Girl;JKsoft JKgames Adventure Casual Indie RPG Sexual Content Casual Anime Nudity Hentai Indie NSFW Adventure RPG ;334
8287;False Myth;fushidara tei Kagura Games Indie RPG RPG Indie Sexual Content Anime JRPG Nudity Female Protagonist Pixel Graphics Adventure Multiple Endings Memes Hentai Mature ;334
8288;Reignfall;Checkmaty Action Indie Strategy Colony Sim Action Strategy City Builder Gore Violent Indie RTS Hack Slash Difficult Third Person ;334
8289;KillStreak.tv;SideQuestNZ Blue Wizard Digital Action Play Action Multiplayer ThirdPerson Shooter FastPaced Character Customization Competitive Gun Third Person Arena PvP Indie Casual Difficult ;334
8290;Painters Guild;Lucas Molina Casual Indie Simulation Strategy Simulation Indie Casual Strategy Management Historical Pixel Graphics Great Soundtrack ;334
8291;Virtual Battlegrounds;CyberDream Spiral Summit Games Action Adventure Indie mmo Simulation Action mmo VR Indie Adventure Simulation Battle Royale Shooter VR Only ;334
8292;DPS IDLE;YDKR Casual Play Idler Clicker Play Card Game Casual ClassBased Fantasy Trading Singleplayer Indie Deckbuilding Resource Management D Battler Strategy Crafting ;334
8293;Warplanes: WW1 Fighters;Home Net Games Action Simulation Simulation Flight VR World War I Action Immersive Sim War Military Physics Arcade Controller Combat Singleplayer ;334
